LTM_project_short_code,campus,method,survey_year,site,latitude,longitude,CA_MPA_Name_Short,site_designation,site_status,Secondary_MPA_Name,Secondary_site_designation,BaselineRegion,LongTermRegion
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2008,3_PALMS_EAST,33.71810456,-118.3326001,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2008,3_PALMS_EAST,33.71810456,-118.3326001,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2008,3_PALMS_EAST,33.71810456,-118.3326001,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2008,3_PALMS_EAST,33.71810456,-118.3326001,Abalone Cove SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2010,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2016,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2011,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2014,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2013,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2014,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2014,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2017,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2011,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2017,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2011,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2019,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2016,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2010,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2015,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2015,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2013,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2016,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2020,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2016,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2018,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2014,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2020,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2019,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2013,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2012,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2018,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2015,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2017,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2020,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2013,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2018,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2012,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SWATH_VRG,2010,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2011,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2012,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_UPC_VRG,2017,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2015,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2019,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2019,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_SIZEFREQ_VRG,2020,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2018,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,VRG,SBTL_FISH_VRG,2012,ABALONE_COVE_KELP_W,33.73922,-118.38789,Abalone Cove SMCA,SMCA,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2015,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2014,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2018,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2020,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2014,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2015,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2018,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2020,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2019,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2014,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2019,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2018,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2014,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2019,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2015,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2020,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2015,ABALONE_POINT_1,39.6915,-123.8141,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2015,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2015,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2019,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2014,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2019,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2018,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2020,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2020,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2014,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2015,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2018,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2018,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2015,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2020,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2014,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2014,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2019,ABALONE_POINT_2,39.66502,-123.80435,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2018,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2020,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2019,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2019,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2019,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SIZEFREQ_HSU,2015,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2020,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2015,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2020,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_FISH_HSU,2015,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2015,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_UPC_HSU,2018,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,HSU,SBTL_SWATH_HSU,2018,ABALONE_POINT_3,39.62877,-123.79658,Ten Mile SMR,SMR,reference,,,NORTH,North Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,1999,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2005,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2008,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2006,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2007,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_CRANE,2004,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2009,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_CRANE,2004,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2005,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2008,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,1999,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2009,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2007,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2006,ANACAPA_ADMIRALS_E,34.003433,-119.418,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2008,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2005,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2007,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2006,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2009,ANACAPA_ADMIRALS_W,34.00775,-119.434383,Anacapa Island SMCA,SMCA,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SIZEFREQ_PIS,2020,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2017,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2018,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2012,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2006,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2011,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2007,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2010,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2008,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2019,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2009,ANACAPA_BLACK_SEA_BASS,34.0126,-119.389183,Anacapa Island SMR,SMR,mpa,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2005,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2008,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2006,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_FISH_PISCO,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_SWATH_PISCO,2007,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
LTM_Kelp_SRock,UCSB,SBTL_UPC_PISCO,2009,ANACAPA_EAST_FISH_CAMP_CEN,34.001583,-119.398067,Anacapa Island SMR,SMR,reference,,,SOUTH,South Coast
